t,DNI,t_ambt,Wt,Qt,GHI,day,SF,DHI
83,1.03,22.57,3.78,98.925,1.236,4,0.036161785,0.721
84,1.026,23.096,3.766,3.855,1.2312,4,0.28481896,0.7182
85,952,23.233,3.493,284.818,1142.4,4,0.902766601,666.4
86,814,23.025,3.083,433.998,976.8,4,0.908751889,569.8
87,619,22.427,2.671,991.923,742.8,4,0.416687329,433.3
88,367,21.388,2.178,256.254,440.4,4,0.649118123,256.9
89,123,19.471,2.329,326.736,147.6,4,0.051935303,86.1
90,0,17.586,2.369,1.217.848,0,4,0.923969765,0
91,0,16.765,2.531,675.934,0,4,0.876294485,0
92,0,15.856,3.047,631.874,0,4,0.50607269,0
93,0,14.971,3.559,587.451,0,4,0.819993239,0
94,0,14.399,3.76,113.112,0,4,0.44900289,0
95,0,13.979,3.786,448.404,0,4,0.561207744,0
96,0,13.277,3.95,356.731,0,5,0.631195059,0
97,0,13.089,3.515,295.381,0,5,0.998175946,0
98,0,12.819,3.434,275.283,0,5,0.018412806,0
99,0,12.575,3.332,264.324,0,5,0.063774317,0
100,0,12.398,3.187,550.275,0,5,0.305284139,0
101,0,12.311,2.87,278.502,0,5,0.379000633,0
102,82,12.479,2.696,499.482,98.4,5,0.331605173,57.4
103,352,14.698,2.417,95.259,422.4,5,0.77531133,246.4
104,634,17.742,3.095,515.569,760.8,5,0.138474419,443.8
105,827,19.985,3.37,644.103,992.4,5,0.395574044,578.9
106,961,21.557,3.567,255.381,1153.2,5,0.582941122,672.7
107,1.03,22.57,3.78,98.925,1.236,5,0.669738176,0.721
108,1.026,23.096,3.766,3.855,1.2312,5,0.513379391,0.7182
109,952,23.233,3.493,284.818,1142.4,5,0.260182929,666.4
110,814,23.025,3.083,433.998,976.8,5,0.716680707,569.8
111,619,22.427,2.671,991.923,742.8,5,0.016040158,433.3
112,367,21.388,2.178,256.254,440.4,5,0.972179036,256.9
113,123,19.471,2.329,326.736,147.6,5,0.060796545,86.1
114,0,17.586,2.369,1.217.848,0,5,0.517955429,0
115,0,16.765,2.531,675.934,0,5,0.508726349,0
116,0,15.856,3.047,631.874,0,5,0.134398812,0
117,0,14.971,3.559,587.451,0,5,0.778602556,0
118,0,14.399,3.76,113.112,0,5,0.463426991,0
119,0,13.979,3.786,448.404,0,5,0.531835393,0
120,0,13.277,3.95,356.731,0,6,0.599705806,0
121,0,13.089,3.515,295.381,0,6,0.314357898,0
122,0,12.819,3.434,275.283,0,6,0.748390482,0
123,0,12.575,3.332,264.324,0,6,0.809065186,0
124,0,12.398,3.187,550.275,0,6,0.497257271,0
125,0,12.311,2.87,278.502,0,6,0.367370773,0
126,82,12.479,2.696,499.482,98.4,6,0.583113403,57.4
127,352,14.698,2.417,95.259,422.4,6,0.863883893,246.4
128,634,17.742,3.095,515.569,760.8,6,0.528391435,443.8
129,827,19.985,3.37,644.103,992.4,6,0.412076396,578.9
130,961,21.557,3.567,255.381,1153.2,6,0.055287068,672.7
131,1.03,22.57,3.78,98.925,1.236,6,0.912863886,0.721
132,1.026,23.096,3.766,3.855,1.2312,6,0.811467269,0.7182
133,952,23.233,3.493,284.818,1142.4,6,0.523348959,666.4
134,814,23.025,3.083,433.998,976.8,6,0.243096483,569.8
135,619,22.427,2.671,991.923,742.8,6,0.531937751,433.3
136,367,21.388,2.178,256.254,440.4,6,0.747180544,256.9
137,123,19.471,2.329,326.736,147.6,6,0.92592476,86.1
138,0,17.586,2.369,1.217.848,0,6,0.832074201,0
139,0,16.765,2.531,675.934,0,6,0.092341935,0
140,0,15.856,3.047,631.874,0,6,0.41709416,0
141,0,14.971,3.559,587.451,0,6,0.188217369,0
142,0,14.399,3.76,113.112,0,6,0.030644057,0
143,0,13.979,3.786,448.404,0,6,0.72414009,0
144,0,13.277,3.95,356.731,0,7,0.77099744,0
145,0,13.089,3.515,295.381,0,7,0.160787313,0
146,0,12.819,3.434,275.283,0,7,0.260900033,0
147,0,12.575,3.332,264.324,0,7,0.519866644,0
148,0,12.398,3.187,550.275,0,7,0.456166483,0
149,0,12.311,2.87,278.502,0,7,0.217236639,0
150,82,12.479,2.696,499.482,98.4,7,0.837155348,57.4
151,352,14.698,2.417,95.259,422.4,7,0.173990029,246.4
152,634,17.742,3.095,515.569,760.8,7,0.959091561,443.8
153,827,19.985,3.37,644.103,992.4,7,0.657867002,578.9
154,961,21.557,3.567,255.381,1153.2,7,0.958802236,672.7
155,1.03,22.57,3.78,98.925,1.236,7,0.900879667,0.721
156,1.026,23.096,3.766,3.855,1.2312,7,0.046423165,0.7182
157,952,23.233,3.493,284.818,1142.4,7,0.057131457,666.4
158,814,23.025,3.083,433.998,976.8,7,0.544171674,569.8
159,619,22.427,2.671,991.923,742.8,7,0.059986469,433.3
160,367,21.388,2.178,256.254,440.4,7,0.090731085,256.9
161,123,19.471,2.329,326.736,147.6,7,0.150643674,86.1
162,0,17.586,2.369,1.217.848,0,7,0.670652733,0
163,0,16.765,2.531,675.934,0,7,0.458044054,0
164,0,15.856,3.047,631.874,0,7,0.043224356,0
165,0,14.971,3.559,587.451,0,7,0.722982415,0
166,0,14.399,3.76,113.112,0,7,0.008174948,0
167,0,13.979,3.786,448.404,0,7,0.958724661,0
168,0,13.277,3.95,356.731,0,8,0.344002373,0
169,0,13.089,3.515,295.381,0,8,0.070424066,0
170,0,12.819,3.434,275.283,0,8,0.8498117,0
171,0,12.575,3.332,264.324,0,8,0.71808428,0
172,0,12.398,3.187,550.275,0,8,0.414803923,0
173,0,12.311,2.87,278.502,0,8,0.680864496,0
174,82,12.479,2.696,499.482,98.4,8,0.580511732,57.4
175,352,14.698,2.417,95.259,422.4,8,0.187399153,246.4
176,634,17.742,3.095,515.569,760.8,8,0.219246979,443.8
177,827,19.985,3.37,644.103,992.4,8,0.004971794,578.9
178,961,21.557,3.567,255.381,1153.2,8,0.592635998,672.7
179,1.03,22.57,3.78,98.925,1.236,8,0.735479126,0.721
180,1.026,23.096,3.766,3.855,1.2312,8,0.506172111,0.7182
181,952,23.233,3.493,284.818,1142.4,8,0.755192993,666.4
182,814,23.025,3.083,433.998,976.8,8,0.425413238,569.8
183,619,22.427,2.671,991.923,742.8,8,0.194042358,433.3
184,367,21.388,2.178,256.254,440.4,8,0.425520162,256.9
185,123,19.471,2.329,326.736,147.6,8,0.803907732,86.1
186,0,17.586,2.369,1.217.848,0,8,0.051314021,0
187,0,16.765,2.531,675.934,0,8,0.549825494,0
188,0,15.856,3.047,631.874,0,8,0.189258623,0
189,0,14.971,3.559,587.451,0,8,0.293473232,0
190,0,14.399,3.76,113.112,0,8,0.099519872,0
191,0,13.979,3.786,448.404,0,8,0.346893202,0
192,0,13.277,3.95,356.731,0,9,0.479559739,0
193,0,13.089,3.515,295.381,0,9,0.667513088,0
194,0,12.819,3.434,275.283,0,9,0.742152679,0
195,0,12.575,3.332,264.324,0,9,0.407078999,0
196,0,12.398,3.187,550.275,0,9,0.534888254,0
197,0,12.311,2.87,278.502,0,9,0.765612618,0
198,82,12.479,2.696,499.482,98.4,9,0.76242805,57.4
199,352,14.698,2.417,95.259,422.4,9,0.455109333,246.4
200,634,17.742,3.095,515.569,760.8,9,0.154947687,443.8
201,827,19.985,3.37,644.103,992.4,9,0.819311729,578.9
202,961,21.557,3.567,255.381,1153.2,9,0.960751207,672.7
203,1.03,22.57,3.78,98.925,1.236,9,0.356905114,0.721
204,1.026,23.096,3.766,3.855,1.2312,9,0.706764778,0.7182
205,952,23.233,3.493,284.818,1142.4,9,0.401628474,666.4
206,814,23.025,3.083,433.998,976.8,9,0.094580387,569.8
207,619,22.427,2.671,991.923,742.8,9,0.468525302,433.3
208,367,21.388,2.178,256.254,440.4,9,0.904258461,256.9
209,123,19.471,2.329,326.736,147.6,9,0.010903893,86.1
210,0,17.586,2.369,1.217.848,0,9,0.382324414,0
211,0,16.765,2.531,675.934,0,9,0.609780351,0
212,0,15.856,3.047,631.874,0,9,0.486383669,0
213,0,14.971,3.559,587.451,0,9,0.74248991,0
214,0,14.399,3.76,113.112,0,9,0.334246944,0
215,0,13.979,3.786,448.404,0,9,0.432397768,0
216,0,13.277,3.95,356.731,0,10,0.82273854,0
217,0,13.089,3.515,295.381,0,10,0.73657492,0
218,0,12.819,3.434,275.283,0,10,0.761608199,0
219,0,12.575,3.332,264.324,0,10,0.642156789,0
220,0,12.398,3.187,550.275,0,10,0.634015701,0
221,0,12.311,2.87,278.502,0,10,0.519261528,0
222,82,12.479,2.696,499.482,98.4,10,0.863964518,57.4
223,352,14.698,2.417,95.259,422.4,10,0.82050982,246.4
224,634,17.742,3.095,515.569,760.8,10,0.836947044,443.8
225,827,19.985,3.37,644.103,992.4,10,0.374796612,578.9
226,961,21.557,3.567,255.381,1153.2,10,0.742754213,672.7
227,1.03,22.57,3.78,98.925,1.236,10,0.713859707,0.721
228,1.026,23.096,3.766,3.855,1.2312,10,0.003191906,0.7182
229,952,23.233,3.493,284.818,1142.4,10,0.061540298,666.4
230,814,23.025,3.083,433.998,976.8,10,0.993856578,569.8
231,619,22.427,2.671,991.923,742.8,10,0.379060845,433.3
232,367,21.388,2.178,256.254,440.4,10,0.622947835,256.9
233,123,19.471,2.329,326.736,147.6,10,0.367634819,86.1
234,0,17.586,2.369,1.217.848,0,10,0.986108186,0
235,0,16.765,2.531,675.934,0,10,0.592500093,0
236,0,15.856,3.047,631.874,0,10,0.283205516,0
237,0,14.971,3.559,587.451,0,10,0.24530183,0
238,0,14.399,3.76,113.112,0,10,0.191738558,0
239,0,13.979,3.786,448.404,0,10,0.498232202,0
240,0,13.277,3.95,356.731,0,11,0.453835202,0
241,0,13.089,3.515,295.381,0,11,0.111309993,0
242,0,12.819,3.434,275.283,0,11,0.648315844,0
243,0,12.575,3.332,264.324,0,11,0.909155131,0
244,0,12.398,3.187,550.275,0,11,0.716377316,0
245,0,12.311,2.87,278.502,0,11,0.87334008,0
246,82,12.479,2.696,499.482,98.4,11,0.32031616,57.4
247,352,14.698,2.417,95.259,422.4,11,0.795615604,246.4
248,634,17.742,3.095,515.569,760.8,11,0.636673494,443.8
249,827,19.985,3.37,644.103,992.4,11,0.02484121,578.9
250,961,21.557,3.567,255.381,1153.2,11,0.077690798,672.7
251,1.03,22.57,3.78,98.925,1.236,11,0.477354331,0.721
252,1.026,23.096,3.766,3.855,1.2312,11,0.963679188,0.7182
253,952,23.233,3.493,284.818,1142.4,11,0.80122242,666.4
254,814,23.025,3.083,433.998,976.8,11,0.837835278,569.8
255,619,22.427,2.671,991.923,742.8,11,0.253185663,433.3
256,367,21.388,2.178,256.254,440.4,11,0.729224027,256.9
257,123,19.471,2.329,326.736,147.6,11,0.085422832,86.1
258,0,17.586,2.369,1.217.848,0,11,0.25358115,0
259,0,16.765,2.531,675.934,0,11,0.861226054,0
260,0,15.856,3.047,631.874,0,11,0.90819161,0
261,0,14.971,3.559,587.451,0,11,0.178285943,0
262,0,14.399,3.76,113.112,0,11,0.146578537,0
263,0,13.979,3.786,448.404,0,11,0.758561858,0
264,0,13.277,3.95,356.731,0,12,0.987469394,0
265,0,13.089,3.515,295.381,0,12,0.686092352,0
266,0,12.819,3.434,275.283,0,12,0.07659048,0
267,0,12.575,3.332,264.324,0,12,0.001360581,0
268,0,12.398,3.187,550.275,0,12,0.816802885,0
269,0,12.311,2.87,278.502,0,12,0.979244545,0
270,82,12.479,2.696,499.482,98.4,12,0.920259538,57.4
271,352,14.698,2.417,95.259,422.4,12,0.344647383,246.4
272,634,17.742,3.095,515.569,760.8,12,0.694967664,443.8
273,827,19.985,3.37,644.103,992.4,12,0.641474264,578.9
274,961,21.557,3.567,255.381,1153.2,12,0.144345568,672.7
275,1.03,22.57,3.78,98.925,1.236,12,0.745572345,0.721
276,1.026,23.096,3.766,3.855,1.2312,12,0.642314418,0.7182
277,952,23.233,3.493,284.818,1142.4,12,0.145828456,666.4
278,814,23.025,3.083,433.998,976.8,12,0.750770657,569.8
279,619,22.427,2.671,991.923,742.8,12,0.470870281,433.3
280,367,21.388,2.178,256.254,440.4,12,0.545463854,256.9
281,123,19.471,2.329,326.736,147.6,12,0.001588279,86.1
282,0,17.586,2.369,1.217.848,0,12,0.640086419,0
283,0,16.765,2.531,675.934,0,12,0.94033797,0
284,0,15.856,3.047,631.874,0,12,0.160005638,0
285,0,14.971,3.559,587.451,0,12,0.587631679,0
286,0,14.399,3.76,113.112,0,12,0.897682274,0
287,0,13.979,3.786,448.404,0,12,0.798122642,0
288,0,13.277,3.95,356.731,0,13,0.96784795,0
289,0,13.089,3.515,295.381,0,13,0.863431194,0
290,0,12.819,3.434,275.283,0,13,0.578454132,0
291,0,12.575,3.332,264.324,0,13,0.5422689,0
292,0,12.398,3.187,550.275,0,13,0.18955446,0
293,0,12.311,2.87,278.502,0,13,0.357293255,0
294,82,12.479,2.696,499.482,98.4,13,0.365473341,57.4
295,352,14.698,2.417,95.259,422.4,13,0.608814726,246.4
296,634,17.742,3.095,515.569,760.8,13,0.182647175,443.8
297,827,19.985,3.37,644.103,992.4,13,0.431935258,578.9
298,961,21.557,3.567,255.381,1153.2,13,0.25497507,672.7
299,1.03,22.57,3.78,98.925,1.236,13,0.795982289,0.721
300,1.026,23.096,3.766,3.855,1.2312,13,0.297104972,0.7182
301,952,23.233,3.493,284.818,1142.4,13,0.057243438,666.4
302,814,23.025,3.083,433.998,976.8,13,0.292698469,569.8
303,619,22.427,2.671,991.923,742.8,13,0.988118138,433.3
304,367,21.388,2.178,256.254,440.4,13,0.703568562,256.9
305,123,19.471,2.329,326.736,147.6,13,0.17450638,86.1
306,0,17.586,2.369,1.217.848,0,13,0.916349046,0
307,0,16.765,2.531,675.934,0,13,0.073389454,0
308,0,15.856,3.047,631.874,0,13,0.562398914,0
309,0,14.971,3.559,587.451,0,13,0.031305184,0
310,0,14.399,3.76,113.112,0,13,0.642917012,0
311,0,13.979,3.786,448.404,0,13,0.824142703,0
312,0,13.277,3.95,356.731,0,14,0.837321428,0
313,0,13.089,3.515,295.381,0,14,0.642656925,0
314,0,12.819,3.434,275.283,0,14,0.03328014,0
315,0,12.575,3.332,264.324,0,14,0.139216051,0
316,0,12.398,3.187,550.275,0,14,0.502367276,0
317,0,12.311,2.87,278.502,0,14,0.992712823,0
318,82,12.479,2.696,499.482,98.4,14,0.890902045,57.4
319,352,14.698,2.417,95.259,422.4,14,0.972707023,246.4
320,634,17.742,3.095,515.569,760.8,14,0.790129703,443.8
321,827,19.985,3.37,644.103,992.4,14,0.117060829,578.9
322,961,21.557,3.567,255.381,1153.2,14,0.540047345,672.7
323,1.03,22.57,3.78,98.925,1.236,14,0.940465633,0.721
324,1.026,23.096,3.766,3.855,1.2312,14,0.179279504,0.7182
325,952,23.233,3.493,284.818,1142.4,14,0.106833217,666.4
326,814,23.025,3.083,433.998,976.8,14,0.99548508,569.8
327,619,22.427,2.671,991.923,742.8,14,0.849344326,433.3
328,367,21.388,2.178,256.254,440.4,14,0.365235094,256.9
329,123,19.471,2.329,326.736,147.6,14,0.762833635,86.1
330,0,17.586,2.369,1.217.848,0,14,0.273647728,0
331,0,16.765,2.531,675.934,0,14,0.337782666,0
332,0,15.856,3.047,631.874,0,14,0.646555687,0
333,0,14.971,3.559,587.451,0,14,0.849196792,0
334,0,14.399,3.76,113.112,0,14,0.154726257,0
335,0,13.979,3.786,448.404,0,14,0.729026814,0
336,0,13.277,3.95,356.731,0,15,0.9331535,0
337,0,13.089,3.515,295.381,0,15,0.022549568,0
338,0,12.819,3.434,275.283,0,15,0.831444676,0
339,0,12.575,3.332,264.324,0,15,0.156259293,0
340,0,12.398,3.187,550.275,0,15,0.941067405,0
341,0,12.311,2.87,278.502,0,15,0.639459485,0
342,82,12.479,2.696,499.482,98.4,15,0.552508241,57.4
343,352,14.698,2.417,95.259,422.4,15,0.266852883,246.4
344,634,17.742,3.095,515.569,760.8,15,0.816375616,443.8
345,827,19.985,3.37,644.103,992.4,15,0.253350114,578.9
346,961,21.557,3.567,255.381,1153.2,15,0.822815598,672.7
347,1.03,22.57,3.78,98.925,1.236,15,0.236347884,0.721
348,1.026,23.096,3.766,3.855,1.2312,15,0.139398937,0.7182
349,952,23.233,3.493,284.818,1142.4,15,0.363914836,666.4
350,814,23.025,3.083,433.998,976.8,15,0.932805685,569.8
351,619,22.427,2.671,991.923,742.8,15,0.709001264,433.3
352,367,21.388,2.178,256.254,440.4,15,0.133914507,256.9
353,123,19.471,2.329,326.736,147.6,15,0.784155971,86.1
354,0,17.586,2.369,1.217.848,0,15,0.737696406,0
355,0,16.765,2.531,675.934,0,15,0.942668623,0
356,0,15.856,3.047,631.874,0,15,0.348450232,0
357,0,14.971,3.559,587.451,0,15,0.374534643,0
358,0,14.399,3.76,113.112,0,15,0.422751212,0
359,0,13.979,3.786,448.404,0,15,0.842015345,0
360,0,13.277,3.95,356.731,0,16,0.203061964,0
361,0,13.089,3.515,295.381,0,16,0.475601416,0
362,0,12.819,3.434,275.283,0,16,0.747979586,0
363,0,12.575,3.332,264.324,0,16,0.911330234,0
364,0,12.398,3.187,550.275,0,16,0.682776338,0
365,0,12.311,2.87,278.502,0,16,0.105956207,0
366,82,12.479,2.696,499.482,98.4,16,0.360934318,57.4
367,352,14.698,2.417,95.259,422.4,16,0.081916083,246.4
368,634,17.742,3.095,515.569,760.8,16,0.03222886,443.8
369,827,19.985,3.37,644.103,992.4,16,0.354602599,578.9
370,961,21.557,3.567,255.381,1153.2,16,0.659209695,672.7
371,1.03,22.57,3.78,98.925,1.236,16,0.571882291,0.721
372,1.026,23.096,3.766,3.855,1.2312,16,0.685034909,0.7182
373,952,23.233,3.493,284.818,1142.4,16,0.007028216,666.4
374,814,23.025,3.083,433.998,976.8,16,0.958751645,569.8
375,619,22.427,2.671,991.923,742.8,16,0.775971269,433.3
376,367,21.388,2.178,256.254,440.4,16,0.227674619,256.9
377,123,19.471,2.329,326.736,147.6,16,0.335089169,86.1
378,0,17.586,2.369,1.217.848,0,16,0.871409561,0
379,0,16.765,2.531,675.934,0,16,0.888747006,0
380,0,15.856,3.047,631.874,0,16,0.135619855,0
381,0,14.971,3.559,587.451,0,16,0.48102708,0
382,0,14.399,3.76,113.112,0,16,0.098975295,0
383,0,13.979,3.786,448.404,0,16,0.692457214,0
384,0,13.277,3.95,356.731,0,17,0.027910078,0
385,0,13.089,3.515,295.381,0,17,0.863700366,0
386,0,12.819,3.434,275.283,0,17,0.040219396,0
387,0,12.575,3.332,264.324,0,17,0.217261208,0
388,0,12.398,3.187,550.275,0,17,0.518564733,0
389,0,12.311,2.87,278.502,0,17,0.633017702,0
390,82,12.479,2.696,499.482,98.4,17,0.100253672,57.4
391,352,14.698,2.417,95.259,422.4,17,0.183828698,246.4
392,634,17.742,3.095,515.569,760.8,17,0.41355679,443.8
393,827,19.985,3.37,644.103,992.4,17,0.26738521,578.9
394,961,21.557,3.567,255.381,1153.2,17,0.97386386,672.7
395,1.03,22.57,3.78,98.925,1.236,17,0.939108197,0.721
396,1.026,23.096,3.766,3.855,1.2312,17,0.724247592,0.7182
397,952,23.233,3.493,284.818,1142.4,17,0.829118849,666.4
398,814,23.025,3.083,433.998,976.8,17,0.084886509,569.8
399,619,22.427,2.671,991.923,742.8,17,0.243773594,433.3
400,367,21.388,2.178,256.254,440.4,17,0.383348569,256.9
401,123,19.471,2.329,326.736,147.6,17,0.56279659,86.1
402,0,17.586,2.369,1.217.848,0,17,0.510521363,0
403,0,16.765,2.531,675.934,0,17,0.791694102,0
404,0,15.856,3.047,631.874,0,17,0.122278538,0
405,0,14.971,3.559,587.451,0,17,0.560222309,0
406,0,14.399,3.76,113.112,0,17,0.219645132,0
407,0,13.979,3.786,448.404,0,17,0.019730864,0
408,0,13.277,3.95,356.731,0,18,0.247627363,0
409,0,13.089,3.515,295.381,0,18,0.79770649,0
410,0,12.819,3.434,275.283,0,18,0.442325043,0
411,0,12.575,3.332,264.324,0,18,0.029998405,0
412,0,12.398,3.187,550.275,0,18,0.493248742,0
413,0,12.311,2.87,278.502,0,18,0.377423181,0
414,82,12.479,2.696,499.482,98.4,18,0.445035488,57.4
415,352,14.698,2.417,95.259,422.4,18,0.257397781,246.4
416,634,17.742,3.095,515.569,760.8,18,0.6462037,443.8
417,827,19.985,3.37,644.103,992.4,18,0.050761847,578.9
418,961,21.557,3.567,255.381,1153.2,18,0.234772794,672.7
419,1.03,22.57,3.78,98.925,1.236,18,0.305814502,0.721
420,1.026,23.096,3.766,3.855,1.2312,18,0.6446861,0.7182
421,952,23.233,3.493,284.818,1142.4,18,0.767257324,666.4
422,814,23.025,3.083,433.998,976.8,18,0.405596293,569.8
423,619,22.427,2.671,991.923,742.8,18,0.4651539,433.3
424,367,21.388,2.178,256.254,440.4,18,0.211504616,256.9
425,123,19.471,2.329,326.736,147.6,18,0.738240519,86.1
426,0,17.586,2.369,1.217.848,0,18,0.198316922,0
427,0,16.765,2.531,675.934,0,18,0.945756955,0
428,0,15.856,3.047,631.874,0,18,0.219936573,0
429,0,14.971,3.559,587.451,0,18,0.275265273,0
430,0,14.399,3.76,113.112,0,18,0.576122931,0
431,0,13.979,3.786,448.404,0,18,0.913148783,0
432,0,13.277,3.95,356.731,0,19,0.965755365,0
433,0,13.089,3.515,295.381,0,19,0.655982458,0
434,0,12.819,3.434,275.283,0,19,0.613169788,0
435,0,12.575,3.332,264.324,0,19,0.569097498,0
436,0,12.398,3.187,550.275,0,19,0.52937894,0
437,0,12.311,2.87,278.502,0,19,0.003143512,0
438,82,12.479,2.696,499.482,98.4,19,0.399066763,57.4
439,352,14.698,2.417,95.259,422.4,19,0.790370472,246.4
440,634,17.742,3.095,515.569,760.8,19,0.703919403,443.8
441,827,19.985,3.37,644.103,992.4,19,0.009733996,578.9
442,961,21.557,3.567,255.381,1153.2,19,0.903797338,672.7
443,1.03,22.57,3.78,98.925,1.236,19,0.80937381,0.721
444,1.026,23.096,3.766,3.855,1.2312,19,0.525739538,0.7182
445,952,23.233,3.493,284.818,1142.4,19,0.20187709,666.4
446,814,23.025,3.083,433.998,976.8,19,0.401948171,569.8
447,619,22.427,2.671,991.923,742.8,19,0.407658845,433.3
448,367,21.388,2.178,256.254,440.4,19,0.992870258,256.9
449,123,19.471,2.329,326.736,147.6,19,0.76036862,86.1
450,0,17.586,2.369,1.217.848,0,19,0.69229982,0
451,0,16.765,2.531,675.934,0,19,0.510320042,0
452,0,15.856,3.047,631.874,0,19,0.331361061,0
453,0,14.971,3.559,587.451,0,19,0.632524,0
454,0,14.399,3.76,113.112,0,19,0.505479048,0
455,0,13.979,3.786,448.404,0,19,0.920591109,0
456,0,13.277,3.95,356.731,0,20,0.351555226,0
457,0,13.089,3.515,295.381,0,20,0.653915872,0
